user_posting_tweet,user_mentioned,Type
maplsois,YouTube,0
farmer_bart,BillClinton,0
farmer_bart,HillaryClinton,0
farmer_bart,BarackObama,0
KingJoaqo23,YouTube,0
isacavalcantt,Luke5SOS,0
yeisonaraya1,YouTube,0
Waddledeekiller,YouTube,0
IvanLuzanMusic,YouTube,0
Brookpines,YouTube,0
MixedinLee,YouTube,0
Equinox_Knight,YouTube,0
Mikimolina27,YouTube,0
amaldojnr,YouTube,0
TheBatchBugle,TIME,0
goodentree,YouTube,0
KaraCoreyFit,YouTube,0
Falkas_YT,YouTube,0
JfmDuarte,YouTube,0
joao_dudd,YouTube,0
KlysmanCostaYT,YouTube,0
ElTioDelGol,YouTube,0
UllmannIuri,YouTube,0
viri_lunaa,YouTube,0
slowacid21,YouTube,0
yasminadaus,YouTube,0
TerryHodgkinson,YouTube,0
RamiroG04,TIME,0
lemiVan8,YouTube,0
TheBotcario,YouTube,0
_PedrooF_,YouTube,0
raven_rzgar,YouTube,0
the_rers,YouTube,0
kikoses,YouTube,0
Calleucano,YouTube,0
pacharave,YouTube,0
nam5580,YouTube,0
milkovicxhs,YouTube,0
Its6pri1,YouTube,0
RamsdenMike,YouTube,0
SixJana,YouTube,0
eckolarabia,YouTube,0
WlassM,YouTube,0
thenecrocoffe,YouTube,0
digitrio,YouTube,0
HelloImLah,YouTube,0
Belle_reine24,TIME,0
Alejandrogo_o,YouTube,0
huevitococo,YouTube,0
elmena_89,YouTube,0
INJCTION,YouTube,0
eriese_,YouTube,0
SarahCodyMedia,taylorswift13,0
littlepsyyycho,YouTube,0
ElizaOliver_,YouTube,0
ChrisSykes108,TIME,0
pablito_conflow,YouTube,0
hieu_vp02,YouTube,0
Kiaaam,YouTube,0
vinicinotti,YouTube,0
furi22,TIME,0
Official_KRB,YouTube,0
jayman16,YouTube,0
umbreonmary89,YouTube,0
Maurixtone,YouTube,0
juanriverasilva,YouTube,0
Jose_Z1212,YouTube,0
Jose_Z1212,YouTube,0
rhysstockss,YouTube,0
TheAnseriusFk,YouTube,0
bcmarti,YouTube,0
MGrasermc,YouTube,0
el_SHAMARI,Arsenal,0
Berso420,YouTube,0
SasukeFMS123,YouTube,0
umbreonmary89,YouTube,0
SasukeFMS123,YouTube,0
PedroMesquita__,YouTube,0
whosursenpai,YouTube,0
Lisamg31,YouTube,0
Peluhca,YouTube,0
Fc_Do_Spok,YouTube,0
matiaxxTY,YouTube,0
juanxittoplayer,YouTube,0
Mat_Procopio,YouTube,0
fyoravante,YouTube,0
luizgus92199715,YouTube,0
BlessedFMG,YouTube,0
Speecha_J,YouTube,0
Jose_Z1212,YouTube,0
MDMondays,BarackObama,0
SirCowHD,YouTube,0
SirCowHD,YouTube,0
Jose_Z1212,YouTube,0
KingsOfD,YouTube,0
pecuariadobem,YouTube,0
IMFR3KE,YouTube,0
ronaldhsilva,YouTube,0
JoseOrtiz824,YouTube,0
GaabrielPlays_,YouTube,0
Tunim1,YouTube,0
dre91s,YouTube,0
malrramirez,YouTube,0
ExDweller,YouTube,0
cherepnyov,YouTube,0
utahshaun,YouTube,0
NxChar,YouTube,0
polerix,YouTube,0
sebax136YT,YouTube,0
SergioGlez15,YouTube,0
TaeminLeeiLy,YouTube,0
BuggSplatt,YouTube,0
TaeminLeeiLy,YouTube,0
gionnistar,YouTube,0
micheboox,YouTube,0
Jano_Dark7,YouTube,0
NozomiYu99,YouTube,0
Space_igor,YouTube,0
AreiaMarombada,YouTube,0
MrDonRyuk,YouTube,0
Drink113,YouTube,0
mounir_gharbia,YouTube,0
MisterPablus,YouTube,0
Rafael_Seiti,YouTube,0
FunkyNasaCat,YouTube,0
BuggSplatt,YouTube,0
dougsoa,YouTube,0
houpp_,YouTube,0
TheRealMjeed,YouTube,0
NewHoughtonTeam,YouTube,0
lightnuevomundo,YouTube,0
dewstieI,YouTube,0
LetsPlayGaming4,YouTube,0
Daisha526,YouTube,0
ItsDraker_,YouTube,0
Louback99,YouTube,0
Mr_C_Nobrega,YouTube,0
maycklense,YouTube,0
Carolzepam,YouTube,0
officiallekz,YouTube,0
FaelVitor22,YouTube,0
luizgabrielsp,YouTube,0
MadonnaLoveDale,YouTube,0
xLucasPS,YouTube,0
ElementalGamer0,YouTube,0
klerte,YouTube,0
alffbooks,YouTube,0
Tavish_Fokum,YouTube,0
Burjl14,YouTube,0
chapollo12,YouTube,0
MunjarDragon,YouTube,0
jdfgbrazil,YouTube,0
gilbertoscheib,YouTube,0
GilmarGnast,YouTube,0
TomWilkinson111,YouTube,0
VdVctor,YouTube,0
GoggsyNineNine,YouTube,0
YonatanSv,YouTube,0
Destoryer_Max73,YouTube,0
Francis_NoeLM0,YouTube,0
juanzavaleta,YouTube,0
TIME,TIME,1
takememuse,Beyonce,0
Ruan_Carlos_s,YouTube,0
Isita_1D,YouTube,0
ErokawaH3nta1,YouTube,0
Jaavii_vk,YouTube,0
DanFel_Otk,YouTube,0
EricBeato,Arsenal,0
niklas308,YouTube,0
jimurbanHRT,YouTube,0
One_islandchic,YouTube,0
wreckingball0,YouTube,0
Doritex01,YouTube,0
XanderGamer,YouTube,0
GamePlayHenriq,YouTube,0
Balrog_CSGO,YouTube,0
Lavishka,YouTube,0
Kuzkopyb22,YouTube,0
Beatarix,YouTube,0
ndrnavarrete,YouTube,0
MaryinVancity,YouTube,0
OnyxDeathwing,YouTube,0
GuuhcostaSilva,YouTube,0
antonionet30,YouTube,0
OKiingLeaoDZN,YouTube,0
dan18_br,YouTube,0
_Akkaa_rubio,YouTube,0
tipsique,YouTube,0
moOnster_98,YouTube,0
moOnster_98,YouTube,0
Vidyevideos,YouTube,0
odogoso,YouTube,0
Lavishka,YouTube,0
GiulianoPresta1,YouTube,0
rainer_sk8,YouTube,0
PookyJackson,YouTube,0
VillalbaCamilo,YouTube,0
mtswbr,YouTube,0
maza_miii_20,YouTube,0
Lavishka,YouTube,0
_Deiutsu_,YouTube,0
CCIrishFan,ddlovato,0
Ewertonn99,YouTube,0
SergioJimenezBe,YouTube,0
DjDarknessYT,YouTube,0
EmoSuicidBlood,YouTube,0
Tessieeh,YouTube,0
Tessieeh,YouTube,0
Burjl14,YouTube,0
Fc_chumador,YouTube,0
BlkWolfSuarez,YouTube,0
ZombiGFX,YouTube,0
Snowwolf1_,YouTube,0
sandromonteir12,YouTube,0
wtfcaixos,YouTube,0
BlkWolfSuarez,YouTube,0
andreminator35,YouTube,0
BlazinAceNelson,YouTube,0
fivemusices,YouTube,0
CaptaainBlaster,YouTube,0
TehPulz,YouTube,0
breninyy,YouTube,0
enzogcapelari,YouTube,0
CaynanPereira,YouTube,0
Opimaker,YouTube,0
Vitor121GCXD,YouTube,0
MunjarDragon,YouTube,0
GDoblador,YouTube,0
Jimbo80314,YouTube,0
OliverBerlin92,YouTube,0
ByElevated,YouTube,0
TutaGamerBR,YouTube,0
bretra88,YouTube,0
AGentleSipOfTea,YouTube,0
WeslleyZueiro,YouTube,0
_KPOWERS,YouTube,0
carlos38campos,YouTube,0
AndrewPAnderson,YouTube,0
ManonASULvolley,YouTube,0
_thiagoaf,YouTube,0
bayleetempest,YouTube,0
Gabriel63249568,YouTube,0
theoliviajadee,zaynmalik,0
elliettekirby,Beyonce,0
TiagoBlader,YouTube,0
missminecraft1,YouTube,0
ElCharly032,YouTube,0
Firedsg5,YouTube,0
PhenozRL,YouTube,0
iBlackfoxx,YouTube,0
alvaroayerbee,YouTube,0
Reidosgame2,YouTube,0
l_a_i_yasmin,YouTube,0
RegisHeeralal,YouTube,0
austinbon,YouTube,0
Luccatuc,YouTube,0
m3shadow,YouTube,0
m3shadow,YouTube,0
Sebastians2795,YouTube,0
BrentHalstead,YouTube,0
sk8artom,YouTube,0
_Vlad29,YouTube,0
Rickywinterborn,YouTube,0
gordas_4ever,YouTube,0
Zarkeen,YouTube,0
LumityCanon4131,YouTube,0
karliizAlvarado,YouTube,0
LordBloodRah,YouTube,0
Aleebobb,YouTube,0
coso_18,YouTube,0
Aleebobb,YouTube,0
CODStyLeHDs,YouTube,0
hoosiercub,YouTube,0
sapphirexblue,YouTube,0
elayadgd,YouTube,0
omzrt,YouTube,0
Mapoguerrero,YouTube,0
GuayaSilver,YouTube,0
ilhanhacerbabul,YouTube,0
_LadyLima_,YouTube,0
ilhanhacerbabul,YouTube,0
Vybenico,YouTube,0
zombieparish123,YouTube,0
etsuko_chiba,YouTube,0
SoulCole,YouTube,0
Baby_Doll_3,YouTube,0
TunisiaYanni,YouTube,0
Mapoguerrero,YouTube,0
madeedoodle,ashleytisdale,0
lorenatechlaw,Forbes,0
nnidoriya,YouTube,0
melaniemargari1,YouTube,0
QueNotaRevista,KimKardashian,0
HidalgoCounty,YouTube,0
Sweet_lLovee,YouTube,0
Sweet_lLovee,YouTube,0
ticklespark,YouTube,0
Tatrix14,YouTube,0
PinkiePiePartie,YouTube,0
phantom_Alpha_,YouTube,0
Rain_Corpse,YouTube,0
MelindaHig82,YouTube,0
ShortlifeFE,YouTube,0
Mijhailmr,YouTube,0
BrandiBalls,YouTube,0
AnimalCnl,YouTube,0
Faqtutorialespc,YouTube,0
megamenopa,YouTube,0
TheSavannaLady,YouTube,0
Faqtutorialespc,YouTube,0
Annizgz,YouTube,0
Sergio_Leo_Cor,YouTube,0
INTiguim,YouTube,0
Annizgz,YouTube,0
Annizgz,YouTube,0
ckiliusmen,YouTube,0
hiroPa6226,YouTube,0
snapdragon9508,YouTube,0
joseNunezAlva,YouTube,0
LawlietSec,YouTube,0
Roman_Martinezx,YouTube,0
biel_dtgt,YouTube,0
fetrizalo,YouTube,0
PeshiFilous,YouTube,0
fetrizalo,YouTube,0
jadovran,YouTube,0
fetrizalo,YouTube,0
ProbablyYuuko,YouTube,0
reallybluej,YouTube,0
megamenopa,YouTube,0
MarianoMarco3,YouTube,0
megamenopa,YouTube,0
TI829,YouTube,0
ArturoLeal94,YouTube,0
RicoSergio,YouTube,0
julipolomolo,YouTube,0
Kelian__47,YouTube,0
luciano_moles,BillGates,0
raulmix77,YouTube,0
KevinSwan_,jimmyfallon,0
Its_MrLuc_ToYou,YouTube,0
djknowz,YouTube,0
A_Life_Story_,jimmyfallon,0
thenarcolepsist,YouTube,0
CinzixReloaded,YouTube,0
T0MH0LL,YouTube,0
PonyBronieman,YouTube,0
NETO_GAMER_2003,YouTube,0
turbinadogames,YouTube,0
Domen0mine,YouTube,0
JuLuXRock,YouTube,0
lsotniel,YouTube,0
yeanose,YouTube,0
GermainUp,YouTube,0
YBGB_Institute,Forbes,0
Pietrogr1812,YouTube,0
nerd_craft5,YouTube,0
DJThanos0,YouTube,0
bunnyharibox,YouTube,0
BrigadePizza,YouTube,0
theycallmedoge,YouTube,0
semih_800,YouTube,0
berig_,YouTube,0
colinmasson,BillGates,0
AKAPekx,YouTube,0
PRIDEVIBES,YouTube,0
DackallArts,YouTube,0
OfficialLete,YouTube,0
Rondinii,YouTube,0
EnterTheMattrix,YouTube,0
geminidaisy,WSJ,0
86Madsen,YouTube,0
DraagonDance,YouTube,0
Die_Moya,Forbes,0
artinte22,YouTube,0
artinte22,YouTube,0
ChurayMarusya,YouTube,0
CKarimi,YouTube,0
angierdz281,YouTube,0
brianwtucker,Forbes,0
JK_Gaming231,YouTube,0
Girlongirlmvp,YouTube,0
Murilo_Shion,YouTube,0
eddieespo,BillGates,0
twilalla,YouTube,0
twilalla,YouTube,0
Girlongirlmvp,YouTube,0
GoofGregg,YouTube,0
luizgus_tavo,YouTube,0
BramdonLG,YouTube,0
MeatyFace,YouTube,0
LoveChildSamee,YouTube,0
PetruskaWTF,YouTube,0
IzzievsIzzy,Forbes,0
Montwo219,YouTube,0
alisonjohnson77,YouTube,0
kidney_doctor,Forbes,0
BrendaCrias,YouTube,0
NewsMixtapes,YouTube,0
chinchu_rifa,YouTube,0
Akune_Niives,YouTube,0
ivan_love_baske,YouTube,0
XeeXuu_Campers,YouTube,0
QwikbearR6,YouTube,0
williamsb1994,Forbes,0
system_hug,YouTube,0
AnnaHall92,YouTube,0
SportsTechieNET,BillGates,0
KingLeesh,Forbes,0
ADudeNamdManny,Forbes,0
GiovanniCodiann,YouTube,0
AndrewAnti,Forbes,0
AyumiOficiall,YouTube,0
cadl0,YouTube,0
sergey19711,YouTube,0
hisanther,YouTube,0
MKLCaicedo,YouTube,0
MagnumGamesTV,YouTube,0
peeessshhh,Forbes,0
2001Bellako,YouTube,0
Shiinzy8,YouTube,0
gteissier,Forbes,0
Forbes,Forbes,1
gabriel563,YouTube,0
kylie_slafter,ConanOBrien,0
Tiki_Guy,YouTube,0
mosabaan,YouTube,0
BruceLesley,Twitter,0
CdLfOx_306,YouTube,0
mosabaan,YouTube,0
Moni1805198812,YouTube,0
Ayronn72,YouTube,0
PavloTeliuk,YouTube,0
lego_7373,YouTube,0
ElCubiko,YouTube,0
m_eberlupe,YouTube,0
Origin_Crxss,YouTube,0
MageeNews,YouTube,0
CrazyCreeperBR,YouTube,0
AretiK6,YouTube,0
LaAndyJackson,YouTube,0
SanchezJalil,YouTube,0
Ilena_Love_SM,YouTube,0
HumanSafari,YouTube,0
Amzu_,YouTube,0
top40gordy,YouTube,0
MNA4EVER_1D,zaynmalik,0
Valborrn,YouTube,0
martin1morales,YouTube,0
mrtheneox,YouTube,0
justwac9,YouTube,0
doneisbettertp,YouTube,0
Awesomeman14,YouTube,0
ChiaraGrispo,YouTube,0
Fandomgeek1989,YouTube,0
Awesomeman14,YouTube,0
DemCannonBosses,YouTube,0
eagle2angel1234,YouTube,0
eagle2angel1234,YouTube,0
Shixby,YouTube,0
Robydemarzi,YouTube,0
justwac9,YouTube,0
TuGuiaEnEventos,ladygaga,0
TuGuiaEnEventos,rihanna,0
TuGuiaEnEventos,davidguetta,0
TuGuiaEnEventos,JLo,0
ferropiposo,YouTube,0
peyo18,YouTube,0
Napasport,YouTube,0
RemyGamer,YouTube,0
wayneschutte,BarackObama,0
SquashySquash,YouTube,0
SquashySquash,YouTube,0
SkulleD42,YouTube,0
Rosannasfriend,YouTube,0
TuGuiaEnEventos,AlejandroSanz,0
TuGuiaEnEventos,ricky_martin,0
TuGuiaEnEventos,pitbull,0
JaydeeyMinaj,NICKIMINAJ,0
Niiiniis96,YouTube,0
TuGuiaEnEventos,shakira,0
emilianoperaz,YouTube,0
TheRaymondGroup,YouTube,0
ElrufolfOMG,YouTube,0
SamFarmer2,YouTube,0
HeromexYT,YouTube,0
Braian_nahuel_,YouTube,0
danieljara_00,YouTube,0
EHTown_manager,YouTube,0
Braian_nahuel_,YouTube,0
2technodweebs99,YouTube,0
henrik4124,YouTube,0
ivan_love_baske,YouTube,0
AlexSigvaldi,YouTube,0
arduinoprojectn,YouTube,0
__sassenach,YouTube,0
Boriisiado,YouTube,0
LegaLees,YouTube,0
TaiBure,YouTube,0
nuEvatoZik,YouTube,0
TheCrezinyer,YouTube,0
juan_keane,YouTube,0
MuhammadSayfull,YouTube,0
Braian_nahuel_,YouTube,0
matheusrpoa,YouTube,0
darkdosboys,YouTube,0
Dmitry_Official,YouTube,0
LVK226,YouTube,0
Moon1893,YouTube,0
SirCowHD,YouTube,0
SirCowHD,YouTube,0
NeoLionBD,YouTube,0
Shailin_Ace,YouTube,0
carloztech,YouTube,0
IlKano93,YouTube,0
CoolAndrews,YouTube,0
d0nDrapr,YouTube,0
TheDutchDetail,YouTube,0
LuigiGamingLp,YouTube,0
jhviedofav,YouTube,0
TarcaSimone,YouTube,0
lewismbruno,WSJ,0
perdicou3,YouTube,0
josuemedrano91,YouTube,0
Calcagno_Mario,YouTube,0
Jose_Kase,YouTube,0
GraceNightmare,YouTube,0
gratiekatie86,TheRock,0
arxos666,YouTube,0
nataliemartez,YouTube,0
Freezymvp,YouTube,0
angelinamort1,YouTube,0
NachoPajin,YouTube,0
GabrielVaz1404,YouTube,0
verlo44,YouTube,0
JoKeRGamer5,YouTube,0
arxos666,YouTube,0
LOLOTEX1,YouTube,0
gonnssi,YouTube,0
CFBocconi,YouTube,0
its_alux,YouTube,0
Artyoooooom,YouTube,0
aNuBreedStudios,mashable,0
pirmax,YouTube,0
barbstainbrook,YouTube,0
FXE4065,YouTube,0
Burjl14,YouTube,0
Foxy_Master,YouTube,0
gabrieloabreuu,YouTube,0
MHEDAOffice,YouTube,0
cKallare,YouTube,0
ElmatadorGAME,YouTube,0
FrickinPope,YouTube,0
Julien38626557,YouTube,0
vdv_Patrick,YouTube,0
Blemee5915823,YouTube,0
XGusti,YouTube,0
LowKeyBadger,YouTube,0
iTzLuckOG,YouTube,0
VetalPedan,YouTube,0
Voynin,YouTube,0
Luiss__Flores,YouTube,0
CatherinGamerPr,YouTube,0
Voynin,YouTube,0
LegaLees,YouTube,0
RonJammin,YouTube,0
Makes_MS,YouTube,0
RosiMacedo,YouTube,0
bangaar,YouTube,0
RonJammin,YouTube,0
tvister90,YouTube,0
Alego32,YouTube,0
muobarak4,YouTube,0
BetoCasanovaMtZ,YouTube,0
whippy_366,YouTube,0
mely_bkn,YouTube,0
reporta145,YouTube,0
chepurna_a,YouTube,0
Ditoady_,YouTube,0
xxskielxx22,YouTube,0
WardClayton,YouTube,0
anibalgalvezg,YouTube,0
caz___,YouTube,0
Alan_Succurro,YouTube,0
elbutsatsavito,YouTube,0
thomaslippold2,YouTube,0
ponfius,verge,0
kayels,YouTube,0
AleoGFX,YouTube,0
kingofpvp69,YouTube,0
ElBrayanPlay,YouTube,0
AlexHalconTV,YouTube,0
psnnike156,YouTube,0
AlexGL1608,YouTube,0
psnnike156,YouTube,0
ahmed_tataha,YouTube,0
Samudio507,YouTube,0
alldagayshit,YouTube,0
Gjulca,YouTube,0
KevinGamer043YT,YouTube,0
MilaahPessoa,YouTube,0
CFBocconi,YouTube,0
ajm5999,YouTube,0
codewordshorty,YouTube,0
Partenufficio,YouTube,0
JSniderman,YouTube,0
JoeAlky,YouTube,0
MilaahPessoa,YouTube,0
MilaahPessoa,YouTube,0
MilaahPessoa,YouTube,0
Camster512,YouTube,0
NexenGroup,YouTube,0
LosPlayersBr,YouTube,0
KlimusGM,YouTube,0
SoulsBlaKkDream,YouTube,0
chrislife345,YouTube,0
_MGMSU_,YouTube,0
luismanueltea,thalia,0
EnglishSeptic,mashable,0
eck0ytd,YouTube,0
eck0ytd,YouTube,0
Rikku211,YouTube,0
Rikku211,YouTube,0
LosPlayersBr,YouTube,0
Vaniak87,YouTube,0
playAGS,YouTube,0
LosPlayersBr,YouTube,0
Vaniak87,YouTube,0
laica025,YouTube,0
Vaniak87,YouTube,0
CristhianCabree,YouTube,0
PunjabiGallery,YouTube,0
KathyAvila15,YouTube,0
SlovakiaGameTv,YouTube,0
xSwapper,YouTube,0
airportroad,YouTube,0
iVanityGamer,YouTube,0
Perturasoh,YouTube,0
George_Benev,YouTube,0
CAA,YouTube,0
col_morada,YouTube,0
LegaLees,YouTube,0
moy_xp,YouTube,0
djkastle,verge,0
ceaiv,BillGates,0
DiorCherie88,verge,0
SlashCatTo,YouTube,0
verge,verge,1
papaya16617,YouTube,0
_screamauMty,YouTube,0
valter_dj,YouTube,0
lautaroxgamesSK,YouTube,0
BillFromShekhar,YouTube,0
DavidRoldanCano,YouTube,0
joseNunezAlva,YouTube,0
Ironwillru,YouTube,0
MilesVLT,YouTube,0
Interplas,YouTube,0
Lelasnail,YouTube,0
TraxxLift,YouTube,0
Guistark98,YouTube,0
VincentsGang,YouTube,0
TheMandeep32,YouTube,0
vernsauc2,YouTube,0
lorinlewis23,YouTube,0
benchez,YouTube,0
VincentsGang,YouTube,0
dkull1234,YouTube,0
Rosifengtang,Louis_Tomlinson,0
Guistark98,YouTube,0
manuelsanoja2,YouTube,0
_worgenn_,YouTube,0
fermorenoku,YouTube,0
copleyraff,nytimes,0
Mistyc_Enderman,YouTube,0
katica666,YouTube,0
kleinerbenavide,YouTube,0
AlexanderQA97,YouTube,0
AlexanderQA97,YouTube,0
Darwin_Jllo,YouTube,0
ItsOnlyTess,YouTube,0
MartinXB3,YouTube,0
Bazonka,YouTube,0
MartinXB3,YouTube,0
filipenckolizck,YouTube,0
PRIDEVIBES,YouTube,0
AMusicfriends,YouTube,0
_innusya_,YouTube,0
AggressiveComix,YouTube,0
PMeimetis,AvrilLavigne,0
andreuraya1999,YouTube,0
Jedsadakorn10,YouTube,0
neilsmith132,YouTube,0
arcadiagamecafe,YouTube,0
STEFGroup,YouTube,0
maicon20142013,YouTube,0
TheSmokerYT,YouTube,0
AlessandroCozz2,YouTube,0
roxorproduction,YouTube,0
Ethanxb1506,YouTube,0
PhillTheHero,YouTube,0
SergioArcienega,YouTube,0
Sasha_Velo,YouTube,0
victor8a17,YouTube,0
BrolyKaOs,YouTube,0
HforHR,Forbes,0
detec365veo7,YouTube,0
bruno_lpez,YouTube,0
Hombrelacasito,YouTube,0
Hombrelacasito,YouTube,0
Ikarossan18,YouTube,0
daniimmonteiro,YouTube,0
waelkfoury_FC,YouTube,0
AllyDommu,HarvardBiz,0
ThaliaBello_,YouTube,0
katstreasure,YouTube,0
Boilermakers237,YouTube,0
Nude_Devil,YouTube,0
vdorogobid,YouTube,0
GieniusIT,YouTube,0
SnoopInf,YouTube,0
alsadvocacy,NBCNews,0
vivalachele,YouTube,0
ABenoehr,YouTube,0
KarishaDream,YouTube,0
Nude_Devil,YouTube,0
relationshjt,YouTube,0
CoetzerRudolph,YouTube,0
Sarcinelli86,YouTube,0
ylaetf,Forbes,0
stephenjamesne1,YouTube,0
originaltroll99,YouTube,0
OscarIniesta7,YouTube,0
RoyDavis33,richardbranson,0
stefanito18,YouTube,0
Mr_Hypocrites,MedvedevRussia,0
drewpanda94,YouTube,0
xxdaxter59xx,YouTube,0
iamohsoparadise,NBA,0
DakenShadow,YouTube,0
PazzaXilMakeUp1,YouTube,0
vegetin14,YouTube,0
LofiraMS,YouTube,0
MisterPR,CBSNews,0
stefanito18,YouTube,0
YBGB_Institute,Forbes,0
aimeepicchi,CBSNews,0
that1kidsfri3nd,YouTube,0
annaivanova155,YouTube,0
jacquattack,YouTube,0
BurningFridgeCh,YouTube,0
nxtstop1,WHO,0
davidmoralcurco,YouTube,0
sgaizka,YouTube,0
_strategie,YouTube,0
febealfreda,YouTube,0
_rosseforP,YouTube,0
AWEX_Belgium,YouTube,0
gloryofhair,YouTube,0
somuchtofangirl,YouTube,0
embirba,FastCompany,0
Graf_Kirill,YouTube,0
CineMontaj,YouTube,0
Baymax2point0,YouTube,0
J_Uchuvatova,YouTube,0
GiacomobBoscolo,YouTube,0
sharai_guzman,YouTube,0
smilingzebra,YouTube,0
CBSNews,CBSNews,1
Shdez028,YouTube,0
jaroslavs03,YouTube,0
lania69,YouTube,0
Robertanews,CBSNews,0
AboutPrillvers,YouTube,0
kobaChannel,YouTube,0
PcDxLighT,YouTube,0
RobiRobertsYT,YouTube,0
2OLDGUYSHOW,YouTube,0
05Adonys,YouTube,0
Srt_Petirroja,YouTube,0
TeenBuzzRadio,YouTube,0
XSSAAS86,YouTube,0
JMR7418,YouTube,0
HelenDoron,YouTube,0
RojasCAlejandro,YouTube,0
_jayly,YouTube,0
McSwarekEndgame,YouTube,0
Online_Ranga,YouTube,0
ecicuendez,YouTube,0
McSwarekEndgame,YouTube,0
UKCarbrokers,YouTube,0
CheekyNans,YouTube,0
RINGOBOOMER,YouTube,0
EPDAndres,YouTube,0
VA_Gallery,YouTube,0
triads_,YouTube,0
TVMeowTV,YouTube,0
michailakezia,YouTube,0
MyxaSasha,YouTube,0
chandler_colin,YouTube,0
Orkhan0,YouTube,0
VovaSukhobrus,YouTube,0
altexmedia_art,YouTube,0
hmtvnewslive,YouTube,0
iiVeNoMZzXx,YouTube,0
AuthorTLGray,YouTube,0
matthiasp78,YouTube,0
matthiasp78,YouTube,0
Lobomacj,YouTube,0
adrimedra,YouTube,0
ceeliapc,zaynmalik,0
IvMulandi,YouTube,0
IvMulandi,YouTube,0
cucharadademiel,zaynmalik,0
m_v_22,guardian,0
SkillTwins,YouTube,0
sam_pedrosa,YouTube,0
MrFroZzi,YouTube,0
sam_pedrosa,YouTube,0
Cristian_TG90,YouTube,0
zarabethrobnett,YouTube,0
MyxaSasha,YouTube,0
zarabethrobnett,YouTube,0
ThinkAboutC,mashable,0
CarolynBrinkman,YouTube,0
CarolynBrinkman,YouTube,0
CarolynBrinkman,YouTube,0
CarolynBrinkman,YouTube,0
MyxaSasha,YouTube,0
CarolynBrinkman,YouTube,0
BioEdenAdria,YouTube,0
Love_McLean,YouTube,0
danyst0302,YouTube,0
thomasbusou,YouTube,0
thomasbusou,YouTube,0
demiexplict,YouTube,0
MxttM8,YouTube,0
julianfranco_30,YouTube,0
iTiGalaxy_,YouTube,0
Ludwigman24,YouTube,0
Zerquix18,YouTube,0
ericpthomas,YouTube,0
BlueEyes213425,YouTube,0
Taayser,YouTube,0
NicolasSerial,YouTube,0
BerrisSmith,YouTube,0
Richie_OSx9,YouTube,0
BigDissapointed,YouTube,0
Newtons_Muse,YouTube,0
VictoriaSobocki,YouTube,0
Billybobprice75,YouTube,0
PickAx_Preacher,YouTube,0
ExileDark17,YouTube,0
jpnolomgo,YouTube,0
EliaGinepro,YouTube,0
79885697,YouTube,0
Crazy4Rossdale,YouTube,0
EzequielVella,YouTube,0
diego_martnezz,YouTube,0
EzequielVella,YouTube,0
NoobNTroll,YouTube,0
SolutionsDeals,YouTube,0
RafatMustafa_,YouTube,0
BarillaCareers,YouTube,0
PodTheme,YouTube,0
Benj5754,YouTube,0
RayHenriq,YouTube,0
dionisiocrfs,YouTube,0
Oci0s0,YouTube,0
Oci0s0,YouTube,0
StalkerbitchYT,YouTube,0
Benj5754,YouTube,0
Extaze14,YouTube,0
Benj5754,YouTube,0
Epic399,YouTube,0
LoveWorld1970,iansomerhalder,0
ShirleeAlicia,YouTube,0
bpog01,YouTube,0
TrueTriz,YouTube,0
_thendofallhope,YouTube,0
effebratz,YouTube,0
SethOfJoker,YouTube,0
WAVE__1,YouTube,0
jomeviXx,YouTube,0
ClearScopeMedia,YouTube,0
snowmalec,NiallOfficial,0
platanogamer91,YouTube,0
Dugles_Mods,YouTube,0
vivoperlukey,YouTube,0
mrpford,RealHughJackman,0
Julius_Knight,YouTube,0
PilarIberica,YouTube,0
K3chocolate,YouTube,0
CybergamesTm,YouTube,0
JustJardi,YouTube,0
Rihsus_Christ,rihanna,0
7omG,YouTube,0
RafaPardo2016,YouTube,0
realluigidude,YouTube,0
lupiitalovatic,YouTube,0
goldenninja991,YouTube,0
WEcsGive,YouTube,0
henfolds5,YouTube,0
TheCableGod,YouTube,0
salma_bahramy,mashable,0
Afi270,YouTube,0
Ayn_Wye,YouTube,0
YA3BD,YouTube,0
brenlevydaniel,YouTube,0
hirataerick,YouTube,0
VictorGuadaline,YouTube,0
WillMason2021,YouTube,0
mrchrishuntley,mashable,0
Nani_4eva,YouTube,0
lucypoland27,YouTube,0
CaptureKillsYT,YouTube,0
Theodoros71,YouTube,0
ericamelia,mashable,0
SawlowmayLUNA,YouTube,0
obilon,YouTube,0
farzzz00,YouTube,0
TOPFLIGHT_kz,YouTube,0
KMOCJacobs808,YouTube,0
ITSMISSRHONDA,YouTube,0
itsKuba_,YouTube,0
37mikaela,YouTube,0
skiercwf,BarackObama,0
radiosushifm,YouTube,0
andreuraya1999,YouTube,0
iamohsoparadise,NBA,0
TwiJonas,YouTube,0
dsantos2307,YouTube,0
OwenWebster16,YouTube,0
artiu_sofya,YouTube,0
hsvnils,YouTube,0
amradiogal,mashable,0
sbrigider,YouTube,0
_alfrexia,YouTube,0
44Rampa,YouTube,0
mattsmith251100,YouTube,0
BruceBell,YouTube,0
KidmarcusMarcus,YouTube,0
KathleenValeri0,YouTube,0
Erdinc0755,YouTube,0
xPoWerUPx,YouTube,0
